M,S
0.32236867009734327,9.23873099446054
0.3202820927288459,9.111237224652376
0.32840552605655826,9.768780515454438
0.32554562251850483,9.568308120896985
0.3297376089959266,9.361584762466855
0.32749284197471934,8.945683218811466
0.33138935241713346,8.813787122636574
0.33673499703210635,9.32958454405261
0.3513067605950327,9.523712628771756
0.34145342767660397,9.042892721580865
0.3452757314646541,8.842886148393635
0.3550197363366612,9.377736279159935
0.35667026488822345,8.735107428843618
0.36503872616212235,9.627891626863242
0.36809919967009963,9.545724389015689
0.37608732828947494,9.38161554919063
0.38201474902566285,9.176599152371791
0.38024693625163647,8.741288858476407
0.3827241732550017,9.658338412598976
0.3837907805694045,8.93437917322582
0.40290766096881614,9.419432104124958
0.39025313790163885,9.230985556351591
0.39134072755612664,9.146910511973692
0.402384729808315,8.736633872347776
0.4172091910446689,8.897555842895908
0.426054528706923,9.385310789673762
0.4378281712915353,9.342507937778748
0.4370166053265226,8.802523900461937
0.43620654369439393,8.831655884580032
0.44478761558796015,9.176599152371791
0.4568506702755718,9.369594691555184
0.452277051641159,9.01449577565329
0.4689396213747093,8.895181716084707
0.48635139841744235,9.369080273712669
0.5083556017114859,8.863136621853055
0.5194668643889181,9.389613253354094
0.5164361061761719,8.796932622359591
0.5522360854175258,9.393847834762202
0.5465027676368633,8.916231758483157
0.5480258066556569,9.16086965310703
0.5735115920171389,9.332896312314611
0.5872400636974079,9.419448919233384
0.5842514907514111,8.836146277628908
0.5957449085337301,9.19586077816811
0.6188401437459632,9.370222760107069
0.6234053699938731,9.43502212559327
0.6187253386585849,8.93188171520619
0.6452204786883649,9.170187580250024
0.6404497958183853,9.283924440494786
0.6625875553109448,9.434005386943078
0.6680168538170449,8.94590246215089
0.6512338366121595,8.899252035703352
0.6796252465277678,9.135294144149308
0.7031858052096254,9.418265109938076
0.7118911196277234,9.664318095603642
0.7095176480336254,8.78062640813145
0.7474697614417475,9.434434633585978
0.7540362494159902,9.306367468251741
0.7610637539745428,9.072243745603474
0.754736069863824,8.914532329349385
0.7983801325744043,9.457391365511373
0.8151438670062044,9.359143969422458
0.8046257467923724,9.126011672605506
0.8288694467034499,8.981050694261608
0.8459594045661218,9.500512223044776
0.8436083671408366,9.248598224821075
0.8734718886770397,9.400539510910107
0.8710443902780268,8.77725167643784
0.8966812339541722,9.52224336422446
0.8968732137022026,9.448865648317835
0.9256901614015038,9.36114444578629
0.9273310149850175,8.931541206843436
0.9577563922409722,9.534179187261824
0.9377117596607184,8.803083223692985
0.9842371954535077,9.326968146782475
0.9978434681087127,9.460826362764413
1.0159011686149806,9.571838172828663
1.0298177845634624,9.519397018372329
1.0279088962850977,9.32056995736082
1.0487135124621287,9.005736591941051
1.0840260809474633,9.557657333968976
1.1149285554890802,9.428927154271799
1.1001338964568392,9.015354977579976
1.1035069043450285,8.859476858802763
1.153848825011328,9.565615412025178
1.1715502134810136,9.329674310505945
1.17863582330391,9.50152163501711
1.1601940995000415,9.405942387778913
1.192935864784404,9.09041989152616
1.1984025528182476,8.871185370616221
1.1979261958107938,9.113842741016327
1.2482200062151174,9.583509603220346
1.2427511306916643,9.437683023937604
1.2898116140909006,9.200926086783875
1.2860282003108008,9.63780188831746
1.2842399324474272,8.841762479697532
1.316201944104149,9.366282762606778
1.3229346021869877,8.958253720004098
1.3352641539223802,9.557219230504392
1.3278527018604822,9.449852807494329
1.3278527018604822,9.174850097348221
1.3780505828290301,9.35319913163222
1.397175064630399,8.954188925249843
1.402183322874861,9.641030537827739
1.4133771535608406,9.54644647327485
1.4998432209043824,9.658862979902565
1.498043720664007,9.560467649960904
1.511070458769954,9.410226494212239
1.5270410251997066,9.258789746343496
1.5218556919147748,9.155039123158687
1.5303499778321432,8.836707737267293
1.5901308524498758,9.677473576016824
1.5893821243572417,9.569434655407134
1.6134481132680747,9.782411036523428
1.607472225560088,9.21223567791833
1.642646242777326,9.535620942374669
1.6315094016760738,9.369258866617562
1.6806674412914073,9.142262193341207
1.701058484606221,9.667278527184036
1.7191433587928084,9.777502268141287
1.731949183427903,9.557518526737491
1.723523225258177,8.831655884580032
1.7248942205783964,9.115580165852817
1.8084621362337463,9.861089708534324
1.7686433514737276,8.89812120457385
1.8205816736620262,9.733419189414924
1.8272529456900957,9.64127995005658
1.8440382728876847,9.499243107744041
1.8825582854692966,9.564661039397725
1.8724812356837257,9.410425802458791
1.9380922622880423,9.725996341961064
1.936370033058005,9.639092343410194
1.9641102782774928,9.175335912523376
1.9765393371454467,9.544805784229755
1.983795239648682,9.40804932657306
1.9550211547596401,9.032556224119203
2.0520213366089384,9.315123109866729
2.0707616353393674,9.788790767202771
2.0497382922027665,9.635004308492917
2.061178971632655,9.153887421681866
2.106117983822203,9.606315945619242
2.058312829105811,9.416885674236802
2.127226193281331,9.374022600105102
2.140091791902026,9.85835557502617
2.167061820352754,8.962717362920374
2.2006673129497667,9.697798961545585
2.2158504967777537,9.988018423329121
2.2406552082290867,9.332718412537563
2.305313870092054,9.042573517043653
2.3366048482247477,9.705759196990654
2.327086866660432,9.211767419238251
2.329678828119031,9.008483654526916
2.3329228401412765,9.569610986998825
2.355757758619895,9.814075433142452
2.3038885990407056,9.422990735941761
2.448306047039857,9.898998016055941
2.487337643781464,9.728637568160872
2.480535737100511,9.606634219304212
2.452082671447297,9.246764942680295
2.442547432749768,9.037722995110963
2.4561805888832553,9.460786287283712
2.4875186249150767,9.150029160659932
2.5428070705637382,9.825460857917838
2.5843154426746597,9.552242980758827
2.5895514061385705,9.398176195109485
2.618539406687824,10.108965085109801
2.6390238680132643,9.727461769014512
2.639443582543326,9.225612594500333
2.63315486761784,9.641672521722137
2.6663386132700344,9.087388006971185
2.6659263986169806,8.986314887545133
2.6849543913814107,10.36011453676335
2.6849543913814107,9.864579402847722
2.74387509940472,9.498459259740361
2.809343553388352,9.799484831264186
2.7994104376892115,9.329655115091123
2.847537971013981,9.677573497632787
2.8544805474174146,10.098967035897509
2.8959433554303393,9.517362723437188
2.86243564940327,9.402357194029703
2.961998203383788,9.14674445990472
2.968527529029855,9.885411130593734
3.0296473244908153,9.712817796232486
3.030490594609517,9.615170501702012
3.0262765898627424,9.051515504685383
3.0686816749480097,10.148613565077904
3.1497992867888294,9.816661583756487
3.1067364122208305,9.25313262579381
3.1116809526616436,9.502355379102047
3.1762921030209177,9.956939743674749
3.179207607689957,9.36262770037927
3.1640761513951103,9.66235887441305
3.217353592521704,9.052090649150225
3.261427441140893,9.74896508930941
3.3319093626976573,9.823701078254919
3.351394684221088,9.978404869705846
3.3857685946371525,9.906548589035639
3.3638537226912972,9.09438167763947
3.48362571631296,9.749503920060816
3.478090146151043,9.595183007251075
3.571272215353262,9.963604444866062
3.565203621385389,9.87467963162261
3.631406117350731,9.679041695698608
3.6073435415830137,9.121245183139564
3.6465971424106685,9.407436621951282
3.6976943430477847,10.210126557464037
3.7049655111534383,9.788276129320407
3.727213567623725,9.569141934766435
3.787964726962109,9.484862106990116
3.8002836332326146,9.931601022367582
3.749507532814212,9.11152668968252
3.882239145393937,9.222045312396235
3.9175123871057367,9.81147753266532
3.942119889303258,10.058341677491205
3.9666696620390507,9.625086384649038
3.9779371953744884,10.220888096035132
4.035493569980085,9.477546906628488
4.0674954575529565,9.939018583045542
4.10363607356275,9.734916846368474
4.087353540480516,9.295990612657281
4.091147010074808,9.181289236519453
4.075994223364147,10.291540678336364
4.2058226200821425,9.994601613111314
4.179375174311259,9.602949284962687
4.2734685597066795,9.4165266761639
4.214414927861125,9.502355379102047
4.3540729027578315,9.748033232432256
4.358884055997224,9.298683491481391
4.2615920033785395,9.181264929388545
4.3894864696897455,9.904058623338715
4.394069849260137,10.084267868897404
4.590742783108599,10.160454519273685
4.563003495139387,9.476040580744792
4.630519927446748,10.261713756824031
4.6142865769899055,9.788595292213671
4.5180746202804025,9.683993701696522
4.635247486835905,9.276848419174554
4.634943969165998,9.945484452093297
4.645578922205574,9.84380270891475
4.7678273745792366,10.06529555135671
4.710674151810938,9.558672423120898
4.905412727694573,10.14261884898127
4.925978022300968,10.30603998516943
4.875169022539578,10.202682484251234
4.92436545944836,9.421265144405572
4.80334271478457,9.26624449816284
4.949481939296091,9.948542632631934
4.931405973697847,9.819178766709374
5.072627862866563,9.453592627499736
5.086764680867271,9.704840069326387
5.208397672550928,10.332684407344662
5.234062262658165,10.172649231675372
5.106622438706442,9.357360121451743
5.303606715778218,10.257478304250023
5.25073611188926,9.9794594114135
5.339149212803126,9.79851532177076
5.298443240972042,9.44749560953607
5.398916808050088,9.738540450331667
5.471053216218966,10.504471252368752
5.55841430483373,10.334923281683977
5.459353454731881,10.174454314141892
5.398916808050088,9.54228801661528
5.589172872256567,10.271685640425284
5.613421527907077,10.055117026355104
5.733414661069547,9.75422054994553
5.702648985154931,9.653276852580175
5.78792297981823,10.529126497886576
5.957637159132498,10.318524534095884
5.952537760556485,10.203402256050104
5.967849065630065,10.457559036183001
5.947124432003871,9.981354190446694
5.852714246027617,9.47703075277498
6.0514723366330525,9.759167612676707
6.017883329547742,9.651130325540368
6.31780565051145,10.391078392081049
6.204958070544352,10.24154449081342
6.316466173980315,10.151211661210873
