M,S
0.3229673279919144,9.55702528163563
0.3229673279919144,9.19134331864509
0.32377728003467793,9.042387653992375
0.3249206548278975,9.454097493056068
0.3249507981011866,9.362600221981632
0.3249960182545023,9.301397490091894
0.3302385319387771,8.860283083367971
0.3319893630923982,8.728707861236359
0.34190623577750945,9.109841489040534
0.3436141743516731,9.559912655544833
0.3435063032377359,9.228766034359266
0.3451556392840748,8.978996593108363
0.3455160411936429,9.454872006362292
0.34720289893458633,9.374260850349017
0.34681660683222015,9.302396621092228
0.3517415578628438,8.899440521529911
0.3449555784645951,8.785621159499282
0.3503796752975501,8.691018187127383
0.35744313542178313,8.641165602532823
0.36391168614517666,9.103017348552257
0.3550197363366612,9.572651697850919
0.36490329727653636,9.20996224466557
0.366438271745513,8.976621615035189
0.3669302910777427,9.462784543018843
0.35899390432866457,9.400346100530735
0.36912504890103487,9.30801614076635
0.37464472362273293,8.731943320192697
0.37638649105068556,8.608626787415568
0.38568028519862785,8.854268739546757
0.38593292101013504,9.082140906377418
0.3880870178758245,9.243530599756353
0.3880870178758245,9.158541651079583
0.3880870178758245,8.954167990173985
0.38539626758379997,9.44510977217144
0.39430805959843707,9.35584047843593
0.39587883980167077,8.666088947771266
0.40350612878441683,8.793860707210692
0.40575831106787164,8.620915371926115
0.409485647247835,9.000563597687721
0.4078338527314645,8.873442119669296
0.41030045767914103,9.096024320465872
0.4128608258308513,9.237405111141333
0.41068125721001475,9.16083084822457
0.41297348770084197,8.934152102734476
0.40916017632945845,9.391808723895943
0.4213580245876838,9.313211766967177
0.42250616938043506,8.705829250083426
0.4266021322299377,8.799514818839873
0.43303149561738996,9.023674375376597
0.43620654369439393,9.110368884737042
0.4398636860064403,9.218237348904033
0.4393393658469061,8.925861226499437
0.4485167013441349,9.306021898461337
0.45307874582769214,9.172972442746858
0.45159980310003894,8.745699108375636
0.45462066984303895,8.858751788482913
0.46177863575829164,9.012645119504253
0.4674504913977553,9.091682443716442
0.47260806933217836,8.893685964735909
0.46986174702980227,8.623633764132896
0.47627730931790924,9.278144251631213
0.47683573444983296,9.17612210430035
0.478031564627398,8.742250572144675
0.49114603250915584,9.018751672462976
0.4947207067364889,9.107765845345357
0.4981518831302075,8.915317263501304
0.4916588735230252,8.836997170277488
0.5001363394383574,8.6526423218126
0.5076150784684489,9.277488408661874
0.5101271273820431,9.172227139859846
0.5058857963483097,8.747290553064431
0.512047309758778,8.6848786131869
0.5255333104122668,9.101694571689846
0.5268397668478242,9.002609013163738
0.5216957549922117,8.911932145179092
0.5416042278190077,9.30455890266194
0.5389508287863247,9.207277601472965
0.5397013026056681,8.75702282283148
0.5241585821477149,8.684746174907302
0.5496707497032193,8.850166904752681
0.5572535910871653,9.087324492587753
0.5572535910871653,8.981787380344926
0.5717545015718279,9.348318044248009
0.572129983967812,9.245412411945944
0.5787492464060188,9.193835435605108
0.5744167545374925,8.75038201961243
0.5806493616740981,8.909727425860986
0.5843765791883423,8.659841217463972
0.5939239391606154,9.095438679014956
0.5952713934208028,9.002379430349295
0.6084439695078984,9.335591529733051
0.6091573572702237,9.231838729709768
0.6139227086314593,9.175005555405553
0.6027492039828783,8.819012734795836
0.6112801584986942,8.740705692562923
0.6182663312519985,8.9235460561673
0.6176930508191508,8.653848435814906
0.6298443322564804,9.075791906544714
0.6363887240894448,8.984891167137771
0.6398559460199976,8.629425596178274
0.6492432583391106,9.325375100598524
0.6464186916945764,9.21315112734974
0.6536548428462667,9.15097972946653
0.6520974506013594,8.816597676625614
0.6563892346430928,8.923468297176097
0.6721975234033581,9.063093262164635
0.67290894630156,8.722863560264596
0.6778622292439516,8.989728747697185
0.6885093520536365,9.351940391615983
0.6885093520536365,9.27620541200236
0.6885093520536365,9.199239702309871
0.6889352895093245,9.127980339586792
0.6957609243233793,8.825207141149106
0.6962166751939248,8.92113101656444
0.7076366885797457,8.467608720583721
0.7136764323098227,8.683868559568134
0.7167188957746253,9.009841143499058
0.7225363127115016,8.624184329863082
0.7329520493513635,9.334526747574625
0.731981354491801,9.222031995098508
0.731981354491801,9.146973914467996
0.736579229625135,9.074453713851694
0.7386590375106852,8.810902749077409
0.7418938985885398,8.919549725736509
0.731981354491801,8.468950933803136
0.7607990443600354,8.698709286147727
0.7634502889468596,8.99940491673898
0.7762015788364032,8.579533459467903
0.780938622524192,9.365737768101013
0.7781981489801343,9.25854016948615
0.7781981489801343,9.181530101567606
0.7794366937770021,9.13323318892054
0.780005018734692,8.813735120829019
0.7921829976613983,8.925754550386246
0.8023895812815378,8.704975842651402
0.8149278431995278,8.968448591295063
0.8001596303819208,8.572900930558513
0.8305272297798654,9.387213357575172
